Title,ID,Cover,Genres,Action and Adventure,Animals,Art,Children,Contemporary,Crime,Death,Dystopian,Espionage,Family,Fantasy,Fiction,Friendship,Health,Historical,Horror,Humor,Legal,Memoir,Murder,Mystery and Detective,Paranormal,Political,Psychological,Relationships,Romance,Self-help,Suspense,Thriller,Travel,War,Women,author,year,total_weeks,first_week,debut_rank,best_rank
INVITATION TO THE WALTZ,/works/OL4745548W,893973,"['Fiction', 'Relationships']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rosamond Lehmann,1932,3,1932-11-14,1,1
IRELAND,/works/OL2435778W,29620,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frank Delaney,2005,4,2005-03-13,15,11
IRON GOLD,/works/OL20191294W,8840413,"['Dystopian', 'Action and Adventure']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pierce Brown,2018,1,2018-02-04,3,3
IRON HOUSE,/works/OL20836782W,10143938,"['Fiction', 'Thriller', 'Family']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,John Hart,2011,1,2011-07-31,10,10
IRON ORCHID,/works/OL491172W,259282,"['Suspense', 'Fiction', 'Women', 'Crime', 'Mystery and Detective']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Stuart Woods,2005,1,2005-10-30,15,15
IRRESISTIBLE FORCES,/works/OL19767W,239260,"['Fiction', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Danielle Steel,1999,9,1999-11-21,6,4
ISLAND,/works/OL64462W,6517573,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aldous Huxley,1962,11,1962-04-15,16,7
ISLAND,/works/OL64462W,3371406,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aldous Huxley,1962,11,1962-04-15,16,7
ISLAND IN THE SUN,/works/OL1116380W,6948520,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alec Waugh,1956,20,1956-01-22,10,5
A SUMMER PLACE,/works/OL11333175W,14026621,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sloan Wilson,1958,18,1958-04-27,11,4
ISLANDIA,/works/OL6210268W,5548267,"['Fiction', 'Fantasy']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Austin Wright,1942,9,1942-04-20,3,2
ISLANDS IN THE STREAM,/works/OL63059W,473887,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ernest Hemingway,1970,24,1970-10-18,6,2
ISLE OF DOGS,/works/OL134379W,4344557,"['Fiction', 'Women', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Patricia Cornwell,2001,6,2001-10-28,1,1
ISLE OF PALMS,/works/OL5725724W,272543,"['Fiction', 'Women', 'Family', 'Humor']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dorothea Benton Frank,2003,4,2003-07-13,13,11
ISTANBUL PASSAGE,/works/OL21449043W,11657096,"['Fiction', 'Espionage', 'Suspense']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Joseph Kanon,2012,1,2012-06-17,13,13
IT,/works/OL81613W,8569284,"['Horror', 'Thriller', 'Fiction', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Stephen King,1986,35,1986-09-14,1,1
IT,/works/OL81613W,9320974,"['Horror', 'Thriller', 'Fiction', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Stephen King,1986,35,1986-09-14,1,1
IT,/works/OL81613W,291381,"['Horror', 'Thriller', 'Fiction', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Stephen King,1986,35,1986-09-14,1,1
IT CANT HAPPEN HERE,/works/OL51145W,12719018,"['Fiction', 'Political', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Sinclair Lewis,1935,31,1935-10-28,3,1
A SUNLESS SEA,/works/OL20937173W,10305879,"['Fiction', 'Crime', 'Historical', 'Murder', 'Mystery and Detective']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Anne Perry,2012,1,2012-09-16,10,10
ITS NOT ALL DOWNHILL FROM HERE,/works/OL20658746W,9320288,"['Women', 'Family', 'Fiction', 'Friendship']",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Terry McMillan,2020,1,2020-04-19,12,12
I’D KNOW YOU ANYWHERE,/works/OL19940242W,10764906,"['Suspense', 'Fiction', 'Murder', 'Psychological', 'Death']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Laura Lippman,2010,3,2010-09-05,16,11
JACK,/works/OL20843930W,10153268,"['Relationships', 'Fiction', 'Children', 'Family', 'Psychological']",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Marilynne Robinson,2020,1,2020-10-18,10,10
JACKDAWS,/works/OL1914076W,362127,"['Fiction', 'Women', 'Historical', 'Espionage', 'War']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Ken Follett,2001,8,2001-12-23,8,7
JACKDAWS,/works/OL1914076W,4917943,"['Fiction', 'Women', 'Historical', 'Espionage', 'War']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Ken Follett,2001,8,2001-12-23,8,7
JAILBIRD,/works/OL98489W,6979218,"['Fiction', 'Political']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kurt Vonnegut,1979,31,1979-09-23,6,1
JAILBIRD,/works/OL98489W,5415717,"['Fiction', 'Political']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kurt Vonnegut,1979,31,1979-09-23,6,1
JAINA PROUDMOORE: TIDES OF WAR,/works/OL17475195W,7652568,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christie Golden,2012,1,2012-09-16,13,13
JAINA PROUDMOORE: TIDES OF WAR,/works/OL17475195W,7660973,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christie Golden,2012,1,2012-09-16,13,13
JAMAICA INN,/works/OL36632W,8765960,"['Fiction', 'Mystery and Detective', 'Romance', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Daphne Du Maurier,1936,10,1936-05-04,6,3
JAMES SHORES DAUGHTER,/works/OL24181W,4618206,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stephen Vincent Benet,1934,3,1934-05-07,8,6
A SUNSET TOUCH,/works/OL1450492W,890106,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Howard Spring,1953,1,1953-11-01,16,16
JAWS,/works/OL3454854W,8440296,"['Thriller', 'Action and Adventure', 'Suspense', 'Fiction', 'Crime', 'Horror']",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Peter Benchley,1974,45,1974-03-10,10,2
JAWS,/works/OL3454854W,12716379,"['Thriller', 'Action and Adventure', 'Suspense', 'Fiction', 'Crime', 'Horror']",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Peter Benchley,1974,45,1974-03-10,10,2
JAZZ,/works/OL50563W,9317239,"['Relationships', 'Romance', 'Fiction', 'Crime', 'Historical', 'Psychological']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Toni Morrison,1992,13,1992-04-19,15,4
JAZZ,/works/OL50563W,10181109,"['Relationships', 'Romance', 'Fiction', 'Crime', 'Historical', 'Psychological']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Toni Morrison,1992,13,1992-04-19,15,4
JEFFERSON SELLECK,/works/OL7137760W,6601500,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carl Jonas,1952,11,1952-02-10,13,8
JEWELS,/works/OL19773W,8055501,"['Contemporary', 'Romance', 'Fiction', 'Women', 'Historical']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Danielle Steel,1992,16,1992-05-17,1,1
JEWELS,/works/OL19773W,3961987,"['Contemporary', 'Romance', 'Fiction', 'Women', 'Historical']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Danielle Steel,1992,16,1992-05-17,1,1
JIAN,/works/OL2454257W,211284,"['Fiction', 'Espionage']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eric Van Lustbader,1985,1,1985-09-08,12,12
JIMMY STEWART AND HIS POEMS,/works/OL8066895W,253975,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jimmy Stewart,1989,10,1989-11-12,5,5
JIMMY STEWART AND HIS POEMS,/works/OL8066895W,253975,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jimmy Stewart.,1989,7,1989-09-24,10,3
A TALE FOR MIDNIGHT,/works/OL5359829W,8216317,"['Fiction', 'Historical', 'Murder']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Frederic Prokosch,1955,2,1955-08-14,16,16
JINGLE ALL THE WAY,/works/OL20924724W,10297502,['Contemporary'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Debbie Macomber,2020,1,2020-11-01,10,10
JINGLE ALL THE WAY,/works/OL20924724W,10473478,['Contemporary'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Debbie Macomber,2020,1,2020-11-01,10,10
JITTERBUG PERFUME,/works/OL94859W,6981052,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Robbins,1984,11,1984-12-16,15,7
JOANNAS HUSBAND AND DAVIDS WIFE,/works/OL2163732W,4144743,"['Fiction', 'Family']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Elizabeth Forsythe Hailey,1986,1,1986-04-27,12,12
JOANNAS HUSBAND AND DAVIDS WIFE,/works/OL2163732W,4144743,"['Fiction', 'Family']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elizabeth Forsythe Hailey,1986,7,1986-03-23,15,7
JOB: A Comedy of Justice,/works/OL59684W,4227812,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert A. Heinlein,1984,11,1984-09-02,14,6
JOHNNY ANGEL,/works/OL19695W,6270003,"['Fiction', 'Death']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Danielle Steel,2003,8,2003-07-20,1,1
JOINING,/works/OL15679W,237703,"['Fiction', 'Relationships']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Johanna Lindsey,1999,4,1999-05-23,9,9
JOLIE BLONS BOUNCE,/works/OL15109516W,471426,"['Fiction', 'Mystery and Detective', 'Crime', 'Murder']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,James Lee Burke,2002,3,2002-06-23,12,10
1919,/works/OL1217987W,393025,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Dos Passos,1932,1,1932-03-21,2,2
A TANGLED WEB,/works/OL84334W,4006913,"['Women', 'Family', 'Mystery and Detective', 'Fiction']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Judith Michael,1994,2,1994-11-13,14,12
JONATHAN BLAIR,/works/OL453047W,2091087,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,William Donohue Ellis,1954,4,1954-12-12,15,13
JONATHAN LIVINGSTON SEAGULL,/works/OL62107W,6522230,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richard Bach,1972,70,1972-04-30,10,1
JONATHAN LIVINGSTON SEAGULL,/works/OL62107W,5264,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richard Bach,1972,70,1972-04-30,10,1
JONATHAN STRANGE & MR. NORRELL,/works/OL5703422W,525391,"['Fiction', 'Historical', 'Fantasy', 'Relationships']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Susanna Clarke,2004,11,2004-09-19,9,3
JONATHAN STRANGE & MR. NORRELL,/works/OL5703422W,7681355,"['Fiction', 'Historical', 'Fantasy', 'Relationships']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Susanna Clarke,2004,11,2004-09-19,9,3
JONATHAN STRANGE & MR. NORRELL,/works/OL5703422W,8008282,"['Fiction', 'Historical', 'Fantasy', 'Relationships']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Susanna Clarke,2004,11,2004-09-19,9,3
JOSEPH IN EGYPT,/works/OL14867054W,6623063,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thomas Mann,1938,6,1938-03-07,4,2
JOSEPHUS,/works/OL1185303W,6521759,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lion Feuchtwanger,1932,1,1932-11-14,3,3
JOSEPHUS,/works/OL1185303W,1023931,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lion Feuchtwanger,1932,1,1932-11-14,3,3
JOSEPHUS,/works/OL1185303W,2198918,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lion Feuchtwanger,1932,1,1932-11-14,3,3
JOSHUA AND THE CHILDREN,/works/OL460648W,14943,"['Fiction', 'Relationships']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Joseph F. Girzone,1989,12,1989-08-20,17,6
JOURNEY,/works/OL2385437W,4615950,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Danielle Steel,2000,9,2000-11-19,2,2
JOURNEY,/works/OL2385437W,4615950,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Michener.,1989,10,1989-07-30,13,6
A TASTE FOR DEATH,/works/OL15381049W,6568166,"['Thriller', 'Suspense', 'Fiction', 'Crime', 'Murder', 'Mystery and Detective']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,P. D. James,1986,16,1986-11-02,8,4
JOURNEY TO MUNICH,/works/OL20194926W,8844676,"['Fiction', 'Women', 'Crime', 'Historical', 'Mystery and Detective']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Jacqueline Winspear,2016,3,2016-04-17,4,4
JOY IN THE MORNING,/works/OL78356W,42055,"['Fiction', 'Historical', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Betty Smith,1963,10,1963-09-01,5,5
JOY STREET,/works/OL12100652W,9364061,"['Fiction', 'Historical', 'Legal', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Frances Parkinson Keyes,1950,34,1950-12-10,10,1
JOY STREET,/works/OL12100652W,6791454,"['Fiction', 'Historical', 'Legal', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Frances Parkinson Keyes,1950,34,1950-12-10,10,1
JUBAL SACKETT,/works/OL51007W,368969,"['Fiction', 'Women', 'Historical', 'Family']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Louis LAmour,1985,19,1985-05-26,3,1
JUBILEE TRAIL,/works/OL53159W,7259596,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gwen Bristow,1950,46,1950-02-26,11,3
JUBILEE TRAIL,/works/OL53159W,777947,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gwen Bristow,1950,46,1950-02-26,11,3
A THIEF OF TIME,/works/OL55942W,21125,"['Suspense', 'Fiction', 'Women', 'Crime', 'Mystery and Detective']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Tony Hillerman,1988,11,1988-07-10,15,7
A THIEF OF TIME,/works/OL55942W,42961,"['Suspense', 'Fiction', 'Women', 'Crime', 'Mystery and Detective']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Tony Hillerman,1988,11,1988-07-10,15,7
A THIEF OF TIME,/works/OL55942W,6301614,"['Suspense', 'Fiction', 'Women', 'Crime', 'Mystery and Detective']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Tony Hillerman,1988,11,1988-07-10,15,7
JUDGMENT,/works/OL20155020W,8800084,"['Women', 'Thriller', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Joseph Finder,2019,1,2019-02-17,14,14
JUDGMENT CALL,/works/OL16342741W,8036118,"['Fiction', 'Women', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,J. A. Jance,2012,2,2012-08-12,11,11
JUDGMENT CALL,/works/OL16342741W,9021738,"['Fiction', 'Women', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,J. A. Jance,2012,2,2012-08-12,11,11
JUDGMENT CALL,/works/OL16342741W,9048366,"['Fiction', 'Women', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,J. A. Jance,2012,2,2012-08-12,11,11
JULIAN,/works/OL98028W,229700,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gore Vidal,1964,32,1964-06-14,10,2
JULIAN,/works/OL98028W,6787657,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gore Vidal,1964,32,1964-06-14,10,2
JULIAN,/works/OL98028W,6824185,"['Fiction', 'Historical']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gore Vidal,1964,32,1964-06-14,10,2
JULIE,/works/OL1917099W,170439,"['Fiction', 'Historical', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Catherine Marshall,1984,2,1984-12-09,15,15
JULIET,/works/OL15347262W,12569686,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anne Fortier,2010,1,2010-09-12,14,14
"JULIET, NAKED",/works/OL1916911W,7132731,"['Fiction', 'Relationships']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nick Hornby,2009,1,2009-10-18,11,11
JUPITERS BONES,/works/OL462954W,235450,"['Fiction', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Faye Kellerman,1999,3,1999-08-22,14,9
JURASSIC PARK,/works/OL46881W,12882940,"['Thriller', 'Action and Adventure', 'Suspense', 'Fiction', 'Family', 'Espionage']",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Michael Crichton,1990,14,1990-12-02,12,6
JURASSIC PARK,/works/OL46881W,13050583,"['Thriller', 'Action and Adventure', 'Suspense', 'Fiction', 'Family', 'Espionage']",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Michael Crichton,1990,14,1990-12-02,12,6
A THIN DARK LINE,/works/OL134446W,367983,"['Suspense', 'Fiction', 'Crime', 'Murder', 'Mystery and Detective']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Tami Hoag,1997,5,1997-03-23,13,6
JUROR #3,/works/OL77013W,6529355,"['Legal', 'Thriller', 'Suspense', 'Fiction', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,James Patterson and Nancy Allen,2018,5,2018-09-30,1,1
JUROR #3,/works/OL77013W,10215765,"['Legal', 'Thriller', 'Suspense', 'Fiction', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,James Patterson and Nancy Allen,2018,5,2018-09-30,1,1
JUROR #3,/works/OL77013W,10595277,"['Legal', 'Thriller', 'Suspense', 'Fiction', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,James Patterson and Nancy Allen,2018,5,2018-09-30,1,1
JUST AFTER SUNSET,/works/OL81588W,8494916,"['Relationships', 'Fiction', 'Horror', 'Murder', 'Psychological', 'Death']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Stephen King,2008,8,2008-11-30,2,2
JUST AFTER SUNSET,/works/OL81588W,8372349,"['Relationships', 'Fiction', 'Horror', 'Murder', 'Psychological', 'Death']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Stephen King,2008,8,2008-11-30,2,2
JUST AFTER SUNSET,/works/OL81588W,10191710,"['Relationships', 'Fiction', 'Horror', 'Murder', 'Psychological', 'Death']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Stephen King,2008,8,2008-11-30,2,2
JUST ONE LOOK,/works/OL79334W,362223,"['Thriller', 'Suspense', 'Fiction', 'Women', 'Family', 'Murder']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,Harlan Coben,2004,5,2004-05-16,7,7
JUST ONE LOOK,/works/OL79334W,6310042,"['Thriller', 'Suspense', 'Fiction', 'Women', 'Family', 'Murder']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,Harlan Coben,2004,5,2004-05-16,7,7
JUST ONE LOOK,/works/OL79334W,6368433,"['Thriller', 'Suspense', 'Fiction', 'Women', 'Family', 'Murder']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,Harlan Coben,2004,5,2004-05-16,7,7
JUST REWARDS,/works/OL14860329W,179189,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barbara Taylor Bradford,2006,3,2006-01-22,9,9
